Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
4834,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,THF_V2,0,3690561.75
4835,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,THF_V2,19.2710962,2270009
4836,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,KOH,2.5,THF_V2,34.99891723,7316134
4837,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,THF_V2,52.4719296,10602398
4838,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,THF_V2,0,5811171
4839,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,THF_V2,0,8323791.5
4840,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,THF_V2,35.10346083,6463801
4841,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,THF_V2,40.68862357,10318980
4842,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,THF_V2,0,3977211
4843,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,THF_V2,35.21685004,7038869.5
4844,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,THF_V2,0,6460796.5
4845,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,THF_V2,41.41859634,12761438
4846,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,THF_V2,23.76810541,2284292.25
4847,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,THF_V2,17.97872106,2712322.5
4848,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF_V2,0,5053243.5
4849,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF_V2,0,7315061
4850,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,THF_V2,65.69349085,9220190
4851,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF_V2,60.49934488,15462394
4852,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF_V2,26.66314867,5595432.5
4853,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,THF_V2,36.92226837,9138475
4854,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,THF_V2,0,4692777.5
4855,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,THF_V2,21.29666986,5354542
4856,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,THF_V2,50.17706839,12054744
4857,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,THF_V2,42.18410882,10733496
4858,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,THF_V2,49.12064903,6791522.5
4859,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,THF_V2,0,0
4860,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF_V2,22.93064393,4974755
4861,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,THF_V2,38.90256436,9500675
4862,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,THF_V2,35.78724281,9804262
4863,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,THF_V2,35.73533318,8144652
4864,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,THF_V2,17.56471699,4291503.5
4865,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,THF_V2,0,3600579.75
4866,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,THF_V2,32.05245297,6552852.5
4867,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,THF_V2,19.25161479,4351218
4868,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,THF_V2,0,3602571.5
4869,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,THF_V2,24.66632692,6327532.5
4870,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,THF_V2,27.86635693,2619269.25
4871,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,THF_V2,0,1212940.5
4872,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,THF_V2,0,1144886.125
4873,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,THF_V2,25.71354265,7129826.5
4874,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,THF_V2,36.74516921,10457276
4875,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,THF_V2,44.51853901,13753513
4876,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,THF_V2,0,795440.5
4877,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,THF_V2,26.78631049,8200269.5
4878,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,THF_V2,36.73584079,5704838.5
4879,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,THF_V2,28.66776554,8921161
4880,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,THF_V2,42.80970169,11233842
4881,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,THF_V2,15.20036099,3295471.25
4882,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,THF_V2,37.1303584,5571631.5
4883,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,THF_V2,0,594454.5
4884,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,CsF,2.5,THF_V2,0,1845046.375
4885,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,THF_V2,30.96802688,9199582
4886,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,THF_V2,33.25168326,8064884
4887,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,THF_V2,42.52404034,13373931
4888,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,THF_V2,17.52465774,2734127.25
4889,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,THF_V2,30.64478046,8697164
4890,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,THF_V2,39.72551164,9152354
4891,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,THF_V2,21.77429648,4894310.5
4892,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,THF_V2,44.00419301,10127937
4893,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,THF_V2,33.32519217,10168310
4894,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF_V2,34.50628776,3631840
4895,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF_V2,0,1598689.5
4896,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF_V2,19.15399865,4064074.25
4897,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,DMF,0,278584.875
4898,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,DMF,0,348097.1563
4899,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,DMF,0,256376.4688
4900,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,DMF,0,49168.34375
4901,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,DMF,0,53674.125
4902,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,DMF,0,37868.94141
4903,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,DMF,0,12057.9375
4904,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,DMF,0,12944.77539
4905,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,DMF,0,15810.94531
4906,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,DMF,0,0
4907,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,DMF,0,0
4908,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,None,2.5,DMF,0,0
4909,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,19.6283913,7233903.5
4910,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,DMF,58.2167987,17365620
4911,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,DMF,32.11874023,8555594
4912,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,35.0234932,10059871
4913,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,17.46037603,7119628.5
4914,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,40.97344167,8785070
4915,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,39.47952746,10554668
4916,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,55.74692251,17521516
4917,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,33.67282032,8552843
4918,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,0,611040.75
4919,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,0,566151.0625
4920,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,20.86108641,7216184.5
4921,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,43.95988247,10304498
4922,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,65.5847524,19845266
4923,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,44.73127078,11763936
4924,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,56.09722065,16968954
4925,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,52.96007884,13786146
4926,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,56.9274822,12405818
4927,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,44.25199055,11761445
4928,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,71.87844747,19795014
4929,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,54.95196928,14275464
4930,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,0,705165
4931,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,0,828475.1875
4932,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,28.93656056,10552053
4933,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,42.27896203,10751518
4934,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,65.00453684,19136036
4935,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,36.89073843,8684106
4936,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,37.37489757,11760826
4937,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,31.28970833,8684506
4938,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,45.63457024,8171985.5
4939,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,27.04430379,6644637
4940,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,64.13350668,17811052
4941,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,30.97148834,8681947
4942,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,0,397854.7188
4943,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,0,383057.0938
4944,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,15.34575154,3434465.75
4945,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,23.34889129,5525853
4946,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,43.73369466,12607922
4947,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,24.67281737,5181369
4948,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,18.88271744,2845791
4949,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,21.34705358,3915052.25
4950,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,26.68949433,4365961.5
4951,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,27.56720045,4741604
4952,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,26.27852452,6165292
4953,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,21.65046787,3844151.25
4954,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,33.46091559,3354504.75
4955,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,0,251866.2656
4956,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,18.6299931,3012729.75
4957,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,23.60577828,3423385.5
4958,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,35.72276074,9754046
4959,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,22.8976771,6202123
4960,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,17.2376351,3810524.5
4961,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,20.15951884,2817517.5
4962,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,21.27792402,3171060
4963,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,0,701010.875
4964,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,0,1725566.125
4965,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,0,469796.5
